"acfrequency";"number";"T";"r Pin1";"i Pin1"
1.8028e+09;16;-10;0.0039288;-0.0213352
1.8226e+09;16;-10;0.00374933;-0.0210366
1.8424e+09;16;-10;0.00357971;-0.0207445
1.8622e+09;16;-10;0.00341934;-0.0204588
1.882e+09;16;-10;0.00326763;-0.0201795
1.9018e+09;16;-10;0.00312407;-0.0199064
1.9216e+09;16;-10;0.00298814;-0.0196395
1.9414e+09;16;-10;0.0028594;-0.0193786
1.9612e+09;16;-10;0.0027374;-0.0191236
1.981e+09;16;-10;0.00262174;-0.0188744
2.0008e+09;16;-10;0.00251204;-0.0186308
2.0206e+09;16;-10;0.00240794;-0.0183928
2.0404e+09;16;-10;0.00230911;-0.0181602
2.0602e+09;16;-10;0.00221525;-0.0179329
2.08e+09;16;-10;0.00212607;-0.0177107
2.0998e+09;16;-10;0.00204129;-0.0174935
2.1196e+09;16;-10;0.00196066;-0.0172811
2.1394e+09;16;-10;0.00188394;-0.0170736
2.1592e+09;16;-10;0.00181092;-0.0168706
2.179e+09;16;-10;0.00174138;-0.0166721
2.1988e+09;16;-10;0.00167513;-0.0164781
2.2186e+09;16;-10;0.00161199;-0.0162882
2.2384e+09;16;-10;0.00155178;-0.0161025
2.2582e+09;16;-10;0.00149435;-0.0159209
2.278e+09;16;-10;0.00143955;-0.0157431
2.2978e+09;16;-10;0.00138723;-0.0155691
2.3176e+09;16;-10;0.00133726;-0.0153989
2.3374e+09;16;-10;0.00128952;-0.0152322
2.3572e+09;16;-10;0.00124388;-0.015069
2.377e+09;16;-10;0.00120025;-0.0149092
2.3968e+09;16;-10;0.00115851;-0.0147527
2.4166e+09;16;-10;0.00111858;-0.0145994
2.4364e+09;16;-10;0.00108035;-0.0144492
2.4562e+09;16;-10;0.00104374;-0.0143021
2.476e+09;16;-10;0.00100867;-0.0141579
2.4958e+09;16;-10;0.000975058;-0.0140166
2.5156e+09;16;-10;0.000942841;-0.013878
2.5354e+09;16;-10;0.000911946;-0.0137422
2.5552e+09;16;-10;0.000882308;-0.013609
2.575e+09;16;-10;0.000853868;-0.0134784
2.5948e+09;16;-10;0.000826567;-0.0133502
2.6146e+09;16;-10;0.000800351;-0.0132245
2.6344e+09;16;-10;0.00077517;-0.0131012
2.6542e+09;16;-10;0.000750973;-0.0129801
2.674e+09;16;-10;0.000727717;-0.0128613
2.6938e+09;16;-10;0.000705357;-0.0127447
2.7136e+09;16;-10;0.000683851;-0.0126302
2.7334e+09;16;-10;0.000663162;-0.0125178
2.7532e+09;16;-10;0.000643253;-0.0124074
2.773e+09;16;-10;0.000624087;-0.0122989
2.7928e+09;16;-10;0.000605633;-0.0121924
2.8126e+09;16;-10;0.000587859;-0.0120877
2.8324e+09;16;-10;0.000570734;-0.0119848
2.8522e+09;16;-10;0.000554231;-0.0118838
2.872e+09;16;-10;0.000538322;-0.0117844
2.8918e+09;16;-10;0.000522983;-0.0116867
2.9116e+09;16;-10;0.000508188;-0.0115907
2.9314e+09;16;-10;0.000493916;-0.0114962
2.9512e+09;16;-10;0.000480142;-0.0114034
2.971e+09;16;-10;0.000466848;-0.011312
2.9908e+09;16;-10;0.000454013;-0.0112222
3.0106e+09;16;-10;0.000441618;-0.0111338
3.0304e+09;16;-10;0.000429644;-0.0110468
3.0502e+09;16;-10;0.000418076;-0.0109612
3.07e+09;16;-10;0.000406896;-0.0108769
3.0898e+09;16;-10;0.000396089;-0.010794
3.1096e+09;16;-10;0.000385641;-0.0107124
3.1294e+09;16;-10;0.000375536;-0.010632
3.1492e+09;16;-10;0.000365761;-0.0105528
3.169e+09;16;-10;0.000356304;-0.0104749
3.1888e+09;16;-10;0.000347152;-0.0103981
3.2086e+09;16;-10;0.000338293;-0.0103225
3.2284e+09;16;-10;0.000329717;-0.010248
3.2482e+09;16;-10;0.000321411;-0.0101746
3.268e+09;16;-10;0.000313367;-0.0101023
3.2878e+09;16;-10;0.000305574;-0.0100311
3.3076e+09;16;-10;0.000298024;-0.00996083
3.3274e+09;16;-10;0.000290705;-0.00989161
3.3472e+09;16;-10;0.000283612;-0.00982337
3.367e+09;16;-10;0.000276734;-0.0097561
3.3868e+09;16;-10;0.000270065;-0.00968977
3.4066e+09;16;-10;0.000263596;-0.00962437
3.4264e+09;16;-10;0.000257321;-0.00955987
3.4462e+09;16;-10;0.000251232;-0.00949626
3.466e+09;16;-10;0.000245323;-0.00943352
3.4858e+09;16;-10;0.000239587;-0.00937163
3.5056e+09;16;-10;0.000234019;-0.00931057
3.5254e+09;16;-10;0.000228613;-0.00925033
3.5452e+09;16;-10;0.000223363;-0.00919088
3.565e+09;16;-10;0.000218263;-0.00913223
3.5848e+09;16;-10;0.000213308;-0.00907434
3.6046e+09;16;-10;0.000208494;-0.0090172
3.6244e+09;16;-10;0.000203816;-0.00896081
3.6442e+09;16;-10;0.000199269;-0.00890514
3.664e+09;16;-10;0.000194848;-0.00885018
3.6838e+09;16;-10;0.00019055;-0.00879591
3.7036e+09;16;-10;0.00018637;-0.00874233
3.7234e+09;16;-10;0.000182305;-0.00868942
3.7432e+09;16;-10;0.00017835;-0.00863717
3.763e+09;16;-10;0.000174503;-0.00858556
3.7828e+09;16;-10;0.000170759;-0.00853459
3.8026e+09;16;-10;0.000167116;-0.00848424
3.8224e+09;16;-10;0.00016357;-0.0084345
3.8422e+09;16;-10;0.000160117;-0.00838536
3.862e+09;16;-10;0.000156756;-0.0083368
3.8818e+09;16;-10;0.000153483;-0.00828883
3.9016e+09;16;-10;0.000150295;-0.00824142
3.9214e+09;16;-10;0.00014719;-0.00819457
3.9412e+09;16;-10;0.000144165;-0.00814827
3.961e+09;16;-10;0.000141218;-0.0081025
3.9808e+09;16;-10;0.000138346;-0.00805726
4.0006e+09;16;-10;0.000135546;-0.00801254
4.0204e+09;16;-10;0.000132818;-0.00796833
4.0402e+09;16;-10;0.000130158;-0.00792463
4.06e+09;16;-10;0.000127565;-0.00788141
4.0798e+09;16;-10;0.000125036;-0.00783868
4.0996e+09;16;-10;0.00012257;-0.00779643
4.1194e+09;16;-10;0.000120165;-0.00775464
4.1392e+09;16;-10;0.000117818;-0.00771331
4.159e+09;16;-10;0.000115529;-0.00767244
4.1788e+09;16;-10;0.000113296;-0.00763201
4.1986e+09;16;-10;0.000111116;-0.00759202
4.2184e+09;16;-10;0.000108989;-0.00755245
4.2382e+09;16;-10;0.000106912;-0.00751332
4.258e+09;16;-10;0.000104885;-0.00747459
4.2778e+09;16;-10;0.000102906;-0.00743628
4.2976e+09;16;-10;0.000100974;-0.00739837
4.3174e+09;16;-10;9.90868e-05;-0.00736086
4.3372e+09;16;-10;9.72438e-05;-0.00732374
4.357e+09;16;-10;9.54436e-05;-0.007287
4.3768e+09;16;-10;9.3685e-05;-0.00725064
4.3966e+09;16;-10;9.1967e-05;-0.00721466
4.4164e+09;16;-10;9.02882e-05;-0.00717904
4.4362e+09;16;-10;8.86478e-05;-0.00714378
4.456e+09;16;-10;8.70446e-05;-0.00710887
4.4758e+09;16;-10;8.54776e-05;-0.00707432
4.4956e+09;16;-10;8.39458e-05;-0.00704011
4.5154e+09;16;-10;8.24483e-05;-0.00700624
4.5352e+09;16;-10;8.09842e-05;-0.00697271
4.555e+09;16;-10;7.95526e-05;-0.0069395
4.5748e+09;16;-10;7.81526e-05;-0.00690662
4.5946e+09;16;-10;7.67833e-05;-0.00687405
4.6144e+09;16;-10;7.5444e-05;-0.00684181
4.6342e+09;16;-10;7.41339e-05;-0.00680987
4.654e+09;16;-10;7.28523e-05;-0.00677824
4.6738e+09;16;-10;7.15982e-05;-0.00674691
4.6936e+09;16;-10;7.03712e-05;-0.00671587
4.7134e+09;16;-10;6.91704e-05;-0.00668513
4.7332e+09;16;-10;6.79952e-05;-0.00665468
4.753e+09;16;-10;6.6845e-05;-0.00662451
4.7728e+09;16;-10;6.5719e-05;-0.00659462
4.7926e+09;16;-10;6.46168e-05;-0.00656501
4.8124e+09;16;-10;6.35376e-05;-0.00653567
4.8322e+09;16;-10;6.2481e-05;-0.0065066
4.852e+09;16;-10;6.14463e-05;-0.00647779
4.8718e+09;16;-10;6.0433e-05;-0.00644925
4.8916e+09;16;-10;5.94405e-05;-0.00642096
4.9114e+09;16;-10;5.84685e-05;-0.00639293
4.9312e+09;16;-10;5.75163e-05;-0.00636515
4.951e+09;16;-10;5.65834e-05;-0.00633761
4.9708e+09;16;-10;5.56695e-05;-0.00631032
4.9906e+09;16;-10;5.4774e-05;-0.00628327
5.0104e+09;16;-10;5.38964e-05;-0.00625645
5.0302e+09;16;-10;5.30365e-05;-0.00622987
5.05e+09;16;-10;5.21937e-05;-0.00620353
5.0698e+09;16;-10;5.13676e-05;-0.0061774
5.0896e+09;16;-10;5.05578e-05;-0.00615151
5.1094e+09;16;-10;4.9764e-05;-0.00612584
5.1292e+09;16;-10;4.89857e-05;-0.00610038
5.149e+09;16;-10;4.82227e-05;-0.00607514
5.1688e+09;16;-10;4.74745e-05;-0.00605012
5.1886e+09;16;-10;4.67408e-05;-0.00602531
5.2084e+09;16;-10;4.60213e-05;-0.0060007
5.2282e+09;16;-10;4.53156e-05;-0.0059763
5.248e+09;16;-10;4.46234e-05;-0.0059521
5.2678e+09;16;-10;4.39444e-05;-0.00592811
5.2876e+09;16;-10;4.32783e-05;-0.00590431
5.3074e+09;16;-10;4.26248e-05;-0.0058807
5.3272e+09;16;-10;4.19837e-05;-0.00585729
5.347e+09;16;-10;4.13546e-05;-0.00583407
5.3668e+09;16;-10;4.07373e-05;-0.00581104
5.3866e+09;16;-10;4.01314e-05;-0.00578819
5.4064e+09;16;-10;3.95369e-05;-0.00576553
5.4262e+09;16;-10;3.89533e-05;-0.00574305
5.446e+09;16;-10;3.83805e-05;-0.00572074
5.4658e+09;16;-10;3.78182e-05;-0.00569862
5.4856e+09;16;-10;3.72662e-05;-0.00567667
5.5054e+09;16;-10;3.67243e-05;-0.00565489
5.5252e+09;16;-10;3.61922e-05;-0.00563328
5.545e+09;16;-10;3.56697e-05;-0.00561184
5.5648e+09;16;-10;3.51567e-05;-0.00559057
5.5846e+09;16;-10;3.46529e-05;-0.00556946
5.6044e+09;16;-10;3.41581e-05;-0.00554851
5.6242e+09;16;-10;3.36721e-05;-0.00552773
5.644e+09;16;-10;3.31947e-05;-0.0055071
5.6638e+09;16;-10;3.27258e-05;-0.00548663
5.6836e+09;16;-10;3.22652e-05;-0.00546632
5.7034e+09;16;-10;3.18127e-05;-0.00544616
5.7232e+09;16;-10;3.13681e-05;-0.00542615
5.743e+09;16;-10;3.09312e-05;-0.00540629
5.7628e+09;16;-10;3.0502e-05;-0.00538658
5.7826e+09;16;-10;3.00802e-05;-0.00536701
5.8024e+09;16;-10;2.96657e-05;-0.00534759
5.8222e+09;16;-10;2.92583e-05;-0.00532832
5.842e+09;16;-10;2.88579e-05;-0.00530918
5.8618e+09;16;-10;2.84643e-05;-0.00529019
5.8816e+09;16;-10;2.80775e-05;-0.00527133
5.9014e+09;16;-10;2.76972e-05;-0.00525261
5.9212e+09;16;-10;2.73234e-05;-0.00523403
5.941e+09;16;-10;2.69558e-05;-0.00521558
5.9608e+09;16;-10;2.65944e-05;-0.00519726
5.9806e+09;16;-10;2.62391e-05;-0.00517908
6.0004e+09;16;-10;2.58897e-05;-0.00516102
6.0202e+09;16;-10;2.55461e-05;-0.00514309
6.04e+09;16;-10;2.52082e-05;-0.00512529
6.0598e+09;16;-10;2.48759e-05;-0.00510762
6.0796e+09;16;-10;2.45491e-05;-0.00509006
6.0994e+09;16;-10;2.42276e-05;-0.00507263
6.1192e+09;16;-10;2.39114e-05;-0.00505533
6.139e+09;16;-10;2.36003e-05;-0.00503814
6.1588e+09;16;-10;2.32943e-05;-0.00502107
6.1786e+09;16;-10;2.29933e-05;-0.00500412
6.1984e+09;16;-10;2.26971e-05;-0.00498729
6.2182e+09;16;-10;2.24056e-05;-0.00497057
6.238e+09;16;-10;2.21189e-05;-0.00495396
6.2578e+09;16;-10;2.18367e-05;-0.00493747
6.2776e+09;16;-10;2.1559e-05;-0.00492109
6.2974e+09;16;-10;2.12858e-05;-0.00490482
6.3172e+09;16;-10;2.10168e-05;-0.00488866
6.337e+09;16;-10;2.07521e-05;-0.00487261
6.3568e+09;16;-10;2.04916e-05;-0.00485666
6.3766e+09;16;-10;2.02351e-05;-0.00484083
6.3964e+09;16;-10;1.99827e-05;-0.00482509
6.4162e+09;16;-10;1.97342e-05;-0.00480946
6.436e+09;16;-10;1.94895e-05;-0.00479394
6.4558e+09;16;-10;1.92487e-05;-0.00477851
6.4756e+09;16;-10;1.90115e-05;-0.00476319
6.4954e+09;16;-10;1.8778e-05;-0.00474796
6.5152e+09;16;-10;1.85481e-05;-0.00473284
6.535e+09;16;-10;1.83217e-05;-0.00471781
6.5548e+09;16;-10;1.80988e-05;-0.00470288
6.5746e+09;16;-10;1.78792e-05;-0.00468805
6.5944e+09;16;-10;1.7663e-05;-0.00467331
6.6142e+09;16;-10;1.745e-05;-0.00465866
6.634e+09;16;-10;1.72402e-05;-0.00464411
6.6538e+09;16;-10;1.70336e-05;-0.00462965
6.6736e+09;16;-10;1.68301e-05;-0.00461528
6.6934e+09;16;-10;1.66296e-05;-0.00460101
6.7132e+09;16;-10;1.64321e-05;-0.00458682
6.733e+09;16;-10;1.62375e-05;-0.00457272
6.7528e+09;16;-10;1.60458e-05;-0.00455871
6.7726e+09;16;-10;1.5857e-05;-0.00454479
6.7924e+09;16;-10;1.56709e-05;-0.00453095
6.8122e+09;16;-10;1.54875e-05;-0.0045172
6.832e+09;16;-10;1.53068e-05;-0.00450353
6.8518e+09;16;-10;1.51288e-05;-0.00448995
6.8716e+09;16;-10;1.49533e-05;-0.00447645
6.8914e+09;16;-10;1.47804e-05;-0.00446303
6.9112e+09;16;-10;1.461e-05;-0.00444969
6.931e+09;16;-10;1.4442e-05;-0.00443644
6.9508e+09;16;-10;1.42764e-05;-0.00442326
6.9706e+09;16;-10;1.41132e-05;-0.00441017
6.9904e+09;16;-10;1.39524e-05;-0.00439715
7.0102e+09;16;-10;1.37938e-05;-0.00438421
7.03e+09;16;-10;1.36375e-05;-0.00437135
7.0498e+09;16;-10;1.34834e-05;-0.00435857
7.0696e+09;16;-10;1.33314e-05;-0.00434586
7.0894e+09;16;-10;1.31816e-05;-0.00433322
7.1092e+09;16;-10;1.30339e-05;-0.00432066
7.129e+09;16;-10;1.28883e-05;-0.00430818
7.1488e+09;16;-10;1.27447e-05;-0.00429576
7.1686e+09;16;-10;1.26031e-05;-0.00428342
7.1884e+09;16;-10;1.24635e-05;-0.00427116
7.2082e+09;16;-10;1.23258e-05;-0.00425896
7.228e+09;16;-10;1.219e-05;-0.00424683
7.2478e+09;16;-10;1.2056e-05;-0.00423478
7.2676e+09;16;-10;1.19239e-05;-0.00422279
7.2874e+09;16;-10;1.17936e-05;-0.00421087
7.3072e+09;16;-10;1.16651e-05;-0.00419902
7.327e+09;16;-10;1.15384e-05;-0.00418724
7.3468e+09;16;-10;1.14133e-05;-0.00417552
7.3666e+09;16;-10;1.129e-05;-0.00416388
7.3864e+09;16;-10;1.11683e-05;-0.00415229
7.4062e+09;16;-10;1.10482e-05;-0.00414077
7.426e+09;16;-10;1.09298e-05;-0.00412932
7.4458e+09;16;-10;1.0813e-05;-0.00411793
7.4656e+09;16;-10;1.06977e-05;-0.00410661
7.4854e+09;16;-10;1.05839e-05;-0.00409535
7.5052e+09;16;-10;1.04717e-05;-0.00408415
7.525e+09;16;-10;1.03609e-05;-0.00407301
7.5448e+09;16;-10;1.02516e-05;-0.00406193
7.5646e+09;16;-10;1.01438e-05;-0.00405092
7.5844e+09;16;-10;1.00373e-05;-0.00403996
7.6042e+09;16;-10;9.93227e-06;-0.00402907
7.624e+09;16;-10;9.8286e-06;-0.00401823
7.6438e+09;16;-10;9.72628e-06;-0.00400746
7.6636e+09;16;-10;9.62529e-06;-0.00399674
7.6834e+09;16;-10;9.52561e-06;-0.00398608
7.7032e+09;16;-10;9.42721e-06;-0.00397548
7.723e+09;16;-10;9.33009e-06;-0.00396493
7.7428e+09;16;-10;9.23422e-06;-0.00395445
7.7626e+09;16;-10;9.13958e-06;-0.00394401
7.7824e+09;16;-10;9.04614e-06;-0.00393364
7.8022e+09;16;-10;8.9539e-06;-0.00392332
7.822e+09;16;-10;8.86284e-06;-0.00391305
7.8418e+09;16;-10;8.77293e-06;-0.00390284
7.8616e+09;16;-10;8.68416e-06;-0.00389268
7.8814e+09;16;-10;8.59652e-06;-0.00388258
7.9012e+09;16;-10;8.50997e-06;-0.00387252
7.921e+09;16;-10;8.42452e-06;-0.00386253
7.9408e+09;16;-10;8.34014e-06;-0.00385258
7.9606e+09;16;-10;8.25681e-06;-0.00384268
7.9804e+09;16;-10;8.17452e-06;-0.00383284
8.0002e+09;16;-10;8.09326e-06;-0.00382305
8.02e+09;16;-10;8.013e-06;-0.00381331
8.0398e+09;16;-10;7.93374e-06;-0.00380362
8.0596e+09;16;-10;7.85546e-06;-0.00379397
8.0794e+09;16;-10;7.77814e-06;-0.00378438
8.0992e+09;16;-10;7.70177e-06;-0.00377484
8.119e+09;16;-10;7.62634e-06;-0.00376534
8.1388e+09;16;-10;7.55183e-06;-0.0037559
8.1586e+09;16;-10;7.47823e-06;-0.0037465
8.1784e+09;16;-10;7.40553e-06;-0.00373715
8.1982e+09;16;-10;7.33371e-06;-0.00372785
8.218e+09;16;-10;7.26275e-06;-0.00371859
8.2378e+09;16;-10;7.19266e-06;-0.00370938
8.2576e+09;16;-10;7.12341e-06;-0.00370022
8.2774e+09;16;-10;7.05499e-06;-0.0036911
8.2972e+09;16;-10;6.9874e-06;-0.00368202
8.317e+09;16;-10;6.92061e-06;-0.003673
8.3368e+09;16;-10;6.85462e-06;-0.00366401
8.3566e+09;16;-10;6.78941e-06;-0.00365507
8.3764e+09;16;-10;6.72498e-06;-0.00364618
8.3962e+09;16;-10;6.66132e-06;-0.00363733
8.416e+09;16;-10;6.5984e-06;-0.00362852
8.4358e+09;16;-10;6.53623e-06;-0.00361976
8.4556e+09;16;-10;6.47479e-06;-0.00361104
8.4754e+09;16;-10;6.41407e-06;-0.00360236
8.4952e+09;16;-10;6.35406e-06;-0.00359372
8.515e+09;16;-10;6.29475e-06;-0.00358512
8.5348e+09;16;-10;6.23614e-06;-0.00357657
8.5546e+09;16;-10;6.1782e-06;-0.00356806
8.5744e+09;16;-10;6.12094e-06;-0.00355959
8.5942e+09;16;-10;6.06434e-06;-0.00355116
8.614e+09;16;-10;6.0084e-06;-0.00354277
8.6338e+09;16;-10;5.95309e-06;-0.00353442
8.6536e+09;16;-10;5.89843e-06;-0.0035261
8.6734e+09;16;-10;5.84439e-06;-0.00351783
8.6932e+09;16;-10;5.79097e-06;-0.0035096
8.713e+09;16;-10;5.73816e-06;-0.00350141
8.7328e+09;16;-10;5.68595e-06;-0.00349325
8.7526e+09;16;-10;5.63433e-06;-0.00348514
8.7724e+09;16;-10;5.5833e-06;-0.00347706
8.7922e+09;16;-10;5.53284e-06;-0.00346902
8.812e+09;16;-10;5.48296e-06;-0.00346102
8.8318e+09;16;-10;5.43364e-06;-0.00345305
8.8516e+09;16;-10;5.38487e-06;-0.00344512
8.8714e+09;16;-10;5.33664e-06;-0.00343723
8.8912e+09;16;-10;5.28896e-06;-0.00342938
8.911e+09;16;-10;5.24181e-06;-0.00342156
8.9308e+09;16;-10;5.19518e-06;-0.00341377
8.9506e+09;16;-10;5.14907e-06;-0.00340603
8.9704e+09;16;-10;5.10348e-06;-0.00339832
8.9902e+09;16;-10;5.05838e-06;-0.00339064
9.01e+09;16;-10;5.01379e-06;-0.003383
9.0298e+09;16;-10;4.96968e-06;-0.00337539
9.0496e+09;16;-10;4.92606e-06;-0.00336782
9.0694e+09;16;-10;4.88292e-06;-0.00336028
9.0892e+09;16;-10;4.84025e-06;-0.00335278
9.109e+09;16;-10;4.79805e-06;-0.00334531
9.1288e+09;16;-10;4.7563e-06;-0.00333787
9.1486e+09;16;-10;4.71501e-06;-0.00333047
9.1684e+09;16;-10;4.67416e-06;-0.0033231
9.1882e+09;16;-10;4.63376e-06;-0.00331576
9.208e+09;16;-10;4.5938e-06;-0.00330846
9.2278e+09;16;-10;4.55426e-06;-0.00330118
9.2476e+09;16;-10;4.51515e-06;-0.00329394
9.2674e+09;16;-10;4.47646e-06;-0.00328674
9.2872e+09;16;-10;4.43818e-06;-0.00327956
9.307e+09;16;-10;4.40031e-06;-0.00327242
9.3268e+09;16;-10;4.36285e-06;-0.0032653
9.3466e+09;16;-10;4.32578e-06;-0.00325822
9.3664e+09;16;-10;4.28911e-06;-0.00325117
9.3862e+09;16;-10;4.25282e-06;-0.00324415
9.406e+09;16;-10;4.21692e-06;-0.00323716
9.4258e+09;16;-10;4.18139e-06;-0.0032302
9.4456e+09;16;-10;4.14625e-06;-0.00322327
9.4654e+09;16;-10;4.11146e-06;-0.00321638
9.4852e+09;16;-10;4.07705e-06;-0.00320951
9.505e+09;16;-10;4.04299e-06;-0.00320267
9.5248e+09;16;-10;4.00929e-06;-0.00319586
9.5446e+09;16;-10;3.97594e-06;-0.00318908
9.5644e+09;16;-10;3.94293e-06;-0.00318232
9.5842e+09;16;-10;3.91027e-06;-0.0031756
9.604e+09;16;-10;3.87795e-06;-0.00316891
9.6238e+09;16;-10;3.84596e-06;-0.00316224
9.6436e+09;16;-10;3.8143e-06;-0.0031556
9.6634e+09;16;-10;3.78296e-06;-0.00314899
9.6832e+09;16;-10;3.75195e-06;-0.00314241
9.703e+09;16;-10;3.72125e-06;-0.00313586
9.7228e+09;16;-10;3.69087e-06;-0.00312933
9.7426e+09;16;-10;3.66079e-06;-0.00312283
9.7624e+09;16;-10;3.63103e-06;-0.00311636
9.7822e+09;16;-10;3.60156e-06;-0.00310992
9.802e+09;16;-10;3.57239e-06;-0.0031035
9.8218e+09;16;-10;3.54352e-06;-0.00309711
9.8416e+09;16;-10;3.51494e-06;-0.00309074
9.8614e+09;16;-10;3.48665e-06;-0.0030844
9.8812e+09;16;-10;3.45864e-06;-0.00307809
9.901e+09;16;-10;3.43091e-06;-0.00307181
9.9208e+09;16;-10;3.40347e-06;-0.00306555
9.9406e+09;16;-10;3.37629e-06;-0.00305931
9.9604e+09;16;-10;3.34939e-06;-0.0030531
9.9802e+09;16;-10;3.32275e-06;-0.00304692
1e+10;16;-10;3.29638e-06;-0.00304076
1e+08;17;-10;0.0299061;0.000142704
1.198e+08;17;-10;0.0300457;0.000155048
1.396e+08;17;-10;0.0302105;0.00015856
1.594e+08;17;-10;0.0304006;0.000151589
1.792e+08;17;-10;0.0306159;0.000132393
1.99e+08;17;-10;0.0308565;9.91305e-05
2.188e+08;17;-10;0.0311223;4.98472e-05
2.386e+08;17;-10;0.0314131;-1.75372e-05
2.584e+08;17;-10;0.0317286;-0.000105239
2.782e+08;17;-10;0.0320685;-0.000215621
2.98e+08;17;-10;0.0324323;-0.000351198
3.178e+08;17;-10;0.0328194;-0.000514648
3.376e+08;17;-10;0.0332289;-0.00070881
3.574e+08;17;-10;0.0336596;-0.000936683
3.772e+08;17;-10;0.0341102;-0.00120142
3.97e+08;17;-10;0.0345789;-0.00150632
4.168e+08;17;-10;0.0350636;-0.00185479
4.366e+08;17;-10;0.0355617;-0.00225034
4.564e+08;17;-10;0.03607;-0.00269649
4.762e+08;17;-10;0.0365849;-0.00319677
4.96e+08;17;-10;0.0371022;-0.00375461
5.158e+08;17;-10;0.0376167;-0.00437325
5.356e+08;17;-10;0.0381229;-0.00505562
5.554e+08;17;-10;0.0386142;-0.00580424
5.752e+08;17;-10;0.0390835;-0.00662101
5.95e+08;17;-10;0.039523;-0.0075071
6.148e+08;17;-10;0.0399239;-0.00846273
6.346e+08;17;-10;0.0402771;-0.00948701
6.544e+08;17;-10;0.0405732;-0.0105777
6.742e+08;17;-10;0.0408024;-0.0117312
6.94e+08;17;-10;0.0409549;-0.0129422
7.138e+08;17;-10;0.0410215;-0.0142036
7.336e+08;17;-10;0.0409934;-0.0155069
7.534e+08;17;-10;0.0408631;-0.0168416
7.732e+08;17;-10;0.0406244;-0.018196
7.93e+08;17;-10;0.0402729;-0.0195568
8.128e+08;17;-10;0.0398063;-0.0209102
8.326e+08;17;-10;0.0392246;-0.0222414
8.524e+08;17;-10;0.0385301;-0.0235359
8.722e+08;17;-10;0.0377276;-0.0247796
8.92e+08;17;-10;0.0368243;-0.0259591
9.118e+08;17;-10;0.0358291;-0.0270628
9.316e+08;17;-10;0.034753;-0.0280804
9.514e+08;17;-10;0.033608;-0.0290039
9.712e+08;17;-10;0.0324071;-0.0298276
9.91e+08;17;-10;0.0311636;-0.0305476
1.0108e+09;17;-10;0.0298908;-0.0311628
1.0306e+09;17;-10;0.0286015;-0.0316735
1.0504e+09;17;-10;0.0273077;-0.0320823
1.0702e+09;17;-10;0.0260202;-0.0323931
1.09e+09;17;-10;0.0247488;-0.0326111
1.1098e+09;17;-10;0.023502;-0.0327424
1.1296e+09;17;-10;0.0222866;-0.0327937
1.1494e+09;17;-10;0.0211083;-0.0327722
1.1692e+09;17;-10;0.0199717;-0.032685
1.189e+09;17;-10;0.0188799;-0.0325395
1.2088e+09;17;-10;0.0178351;-0.0323425
1.2286e+09;17;-10;0.0168388;-0.0321008
1.2484e+09;17;-10;0.0158913;-0.0318206
1.2682e+09;17;-10;0.0149926;-0.0315078
1.288e+09;17;-10;0.0141421;-0.0311677
1.3078e+09;17;-10;0.0133386;-0.0308051
1.3276e+09;17;-10;0.0125808;-0.0304244
1.3474e+09;17;-10;0.0118669;-0.0300295
1.3672e+09;17;-10;0.0111953;-0.0296237
1.387e+09;17;-10;0.0105639;-0.0292102
1.4068e+09;17;-10;0.00997086;-0.0287915
1.4266e+09;17;-10;0.00941404;-0.0283699
1.4464e+09;17;-10;0.0088915;-0.0279474
1.4662e+09;17;-10;0.00840125;-0.0275257
1.486e+09;17;-10;0.00794138;-0.0271061
1.5058e+09;17;-10;0.00751004;-0.0266899
1.5256e+09;17;-10;0.00710546;-0.0262781
1.5454e+09;17;-10;0.00672594;-0.0258715
1.5652e+09;17;-10;0.00636988;-0.0254708
1.585e+09;17;-10;0.00603574;-0.0250765
1.6048e+09;17;-10;0.00572211;-0.0246891
1.6246e+09;17;-10;0.00542763;-0.0243088
1.6444e+09;17;-10;0.00515103;-0.023936
1.6642e+09;17;-10;0.00489114;-0.0235707
1.684e+09;17;-10;0.00464684;-0.0232132
1.7038e+09;17;-10;0.00441709;-0.0228634
1.7236e+09;17;-10;0.00420095;-0.0225214
1.7434e+09;17;-10;0.00399749;-0.0221872
1.7632e+09;17;-10;0.0038059;-0.0218606
1.783e+09;17;-10;0.00362538;-0.0215417
1.8028e+09;17;-10;0.00345521;-0.0212303
1.8226e+09;17;-10;0.00329472;-0.0209263
1.8424e+09;17;-10;0.00314328;-0.0206296
1.8622e+09;17;-10;0.0030003;-0.0203399
1.882e+09;17;-10;0.00286525;-0.0200573
1.9018e+09;17;-10;0.00273761;-0.0197815
1.9216e+09;17;-10;0.00261692;-0.0195123
1.9414e+09;17;-10;0.00250274;-0.0192496
1.9612e+09;17;-10;0.00239466;-0.0189933
1.981e+09;17;-10;0.0022923;-0.0187431
2.0008e+09;17;-10;0.00219532;-0.0184988
2.0206e+09;17;-10;0.00210338;-0.0182605
2.0404e+09;17;-10;0.00201617;-0.0180277
2.0602e+09;17;-10;0.00193342;-0.0178005
2.08e+09;17;-10;0.00185485;-0.0175786
2.0998e+09;17;-10;0.00178022;-0.017362
2.1196e+09;17;-10;0.0017093;-0.0171503
2.1394e+09;17;-10;0.00164187;-0.0169436
2.1592e+09;17;-10;0.00157772;-0.0167415
2.179e+09;17;-10;0.00151668;-0.0165441
